Frase,Sentences Concatenate,True label
Does frankincense help with painful joint wear (osteoarthritis)?,"hyaluronan (ha) has been proven to be effective in relieving joint pain and improving function in chronic osteoarthritis. recent studies argue for the usefulness of a biomechanical approach to improve function and possibly reduce disease progression in osteoarthritis. to examine the effect of a topical cream consisting of cetylated fatty acids on functional performance in patients diagnosed with osteoarthritis (oa) of one or both knees. to compare joint lavage with sham intervention, placebo or non-intervention control in terms of effects on pain, function and safety outcomes in patients with knee osteoarthritis. the osteoarthritis model was induced by intra-articular injection of monosodium iodoacetate (mia). conclusion: this study provides preliminary evidence that a single injection of nasha may be efficacious over 6 months and well tolerated in patients with symptomatic glenohumeral osteoarthritis. this review examines the recent literature on the potential beneficial effects of unloading joints in the treatment of osteoarthritis, with a focus on joint distraction. use of a cfa topical cream is an effective treatment for improving knee rom, ability to ascend/descend stairs, ability to rise from sitting, walk and sit down, and unilateral balance. patients are increasingly becoming interested in nonpharmacologic approaches to manage their osteoarthritis. the findings of the present study indicate that a moderate treadmill exercise program exert a beneficial influence on rats' knee osteoarthritis. recent clinical data have demonstrated that the anti-inflammatory and chondroprotective actions of hyaluronic acid viscosupplementation reduce pain, from 4 to 14 weeks after injection, while improving patient function. histological assessment on 3 measurements of, depth ratio of lesions (p=0.001), total cartilage degeneration width (p=0.001), and significant cartilage degeneration width (p=0.001), demonstrated that moderate exercise for 4 weeks could surprisingly almost treat oa symptoms of rats' knee joints. the non-pharmacological treatment of osteoarthritis (oa) includes exercise therapy; however, little is known about the specific effect of exercise on the joint per se. thirty minutes of mechanical loading of a single knee joint in human subjects with knee oa resulted in a reduced comp concentration in sf. to improve patient function and possibly reduce disease progression, a biomechanical approach should be considered in treating patients with osteoarthritis. the aim of the present study was to investigate the effect of a four-week moderate treadmill exercise on rats' knee osteoarthritis. until recently, osteoarthritis (oa) was classified as a mechanical wear-and-tear disorder of articular cartilage, for which only pain-modifying therapies such as nonaddictive analgesics were prescribed. osteoarthritis (oa) is a highly prevalent musculoskeletal disorder. joint lavage does not result in a relevant benefit for patients with knee osteoarthritis in terms of pain relief or improvement of function. osteoarthritis is the most common form of joint disorder and a leading cause of pain and physical disability. |||",0
"Does the extract of the plant Salacia reticulata in combination with vitamin D (""Exadipin"") help to lose weight?","these promising results suggest that the combination of salacia reticulata and vitamin d₃ might be highly valuable and potent to treat overweight and obesity, especially in addition to a modifying lifestyle program. chemopreventive administration of vitamin d caused significant reduction of animal body weight. these findings demonstrate that the extract of s. reticulata has therapeutic effects on obesity and metabolic disorders by enhancing lipogenesis genes and suppressing lipolysis genes through the activation of ampkα in adipocytes. salacia (s.) reticulata, a hippocrateaceae plant distributed in sri lankan and indian forests, has been used as a supplementary food in japan to prevent obesity and diabetes. in previous reports, the extract of s. reticulata showed preventive effects on obesity and various metabolic disorders and a suppressive effect on differentiation in premature adipocytes. in tsod mice, s. reticulata therapy produced a reduction in body weight and mesenteric fat accumulation, an improvement in abnormal glucose metabolism, and an increase in adiponectin level in plasma. the indian plant root salacia reticulata, which is rich in alpha-glucosidase inhibitors, is used for metabolic disorders in ayurvedic medicine. salicornia europaea (amaranthaceae) (se) has been shown to reduce obesity, but it remains a problem as a food supplement because of its high salt content (25-35% nacl). the aim of this research was to elucidate the therapeutic efficacy of the extract of s. reticulata on obesity and various metabolic disorders in 12-week-old tsod mice with obesity and metabolic disorders and in mature 3t3-l1 adipocytes. the results of this study, support the beneficial role of salba-chia seeds in promoting weight loss and improvements of obesity related risk factors, while maintaining good glycemic control. salacia reticulata wight (s. reticulata) is a herbal medicine used for treatment of early diabetes in ayurvedic medicine. at 6-months, participants on salba-chia had lost more weight than those on control (1.9 ± 0.5 kg and 0.3 ± 0.4 kg, respectively; p = 0.020), accompanied by a greater reduction in waist circumference (3.5 ± 0.7 cm and 1.1 ± 0.7 cm, respectively; p = 0.027). we examined the antiobesity effects of the hot water-soluble extract (srhw) from the roots of s. reticulata using obese rat models and an in vitro study. the aim of this study was to assesse the effect of salba-chia on body weight, visceral obesity and obesity-related risk factors in overweight and obese adults with type 2 diabetes. supplementation of salba-chia may be a useful dietary addition to conventional therapy in the management of obesity in diabetes. preliminary findings indicate that consumption of salba-chia (salvia hispanica l.), an ancient seed, improves management of type 2 diabetes and suppresses appetite. our results demonstrated the protective effects of salvia miltiorrhiza aqueous extract (sma) on bone metabolism were influenced by levels of dietary fat and sucrose in ovariectomized (ovx) rats through its actions on attenuating lipid deposition and oxidative stress in rats. moreover, the extract of s. reticulata enhanced the expression of total amp-activated protein kinase α (ampkα) and phosphorylated ampkα in mature adipocytes. these findings suggest that dsp may be considered for use as a food supplement intent of controlling obesity through its antiobesity and antiadipogenic properties. the body weight was significantly reduced by co-administration of dsp (596.51 ± 19.84 kg, 4.60% and 562.08 ± 9.74 kg, 10.10%, respectively) and ge (576.00 ± 11.29 kg, 7.88%) relative to the hfd group (625.25 ± 14.02 kg) and was accompanied by reduced abdominal fat mass, and serum lipid levels, with no effects on feed intake. |||",1
Does yoga reduce the impairment in everyday life caused by persistent (chronic) back pain?,"yoga has been proven to be an effective therapy for chronic low back pain. practicing yoga has shown numerous benefits in various chronic painful conditions. chronic low back pain is a significant public health problem and, although underused, yoga may be an effective complementary treatment. although yoga is an effective treatment for chronic low back pain, little is known about the mechanisms responsible for its benefits. yoga is a popular recreational activity in western society and there is an abundance of literature suggesting that yoga may be beneficial for people with a chronic pain disorder. to critically compare the effects of yoga for patients with chronic low back pain on pain, disability, quality of life with non-exercise (e.g. these results suggest that iyengar yoga provides better improvement in pain reduction and improvement in hrqol in nonspecific chronic back pain than general exercise. the practice of yoga causes a reduction in the pain intensity and improves the quality of life in patients with chronic pelvic pain. there is a current trend to establish complementary and integrative health interventions for chronic pain, for which yoga has been found to have exciting potential. yoga might decrease pain from short term to intermediate term and improve functional disability status from short term to long term compared with non-exercise (e.g. yoga is effective for mild to moderate chronic low back pain (clbp), but its comparative effectiveness with physical therapy (pt) is unknown. in a trial comparing yoga to intensive stretching and self-care, we explored whether physical (hours of back exercise/week), cognitive (fear avoidance, body awareness, and self-efficacy), affective (psychological distress, perceived stress, positive states of mind, and sleep), and physiological factors (cortisol, dhea) mediated the effects of yoga or stretching on back-related dysfunction (roland-morris disability scale (rdq)). yoga has been shown to decrease disability among people with pain, but it is not known how. because even the most basic yoga practices possess many of the components thought to be important in fostering resilience, yoga is a promising means of improving resilience and clinical outcomes for people with chronic pain. yoga could significantly reduce pain at 4 to 8 weeks (md = -0.83, 95% ci = -1.19 to -0.48, p<0.00001, i2 = 0%), 3 months (md = -0.43, 95% ci = -0.64 to -0.23, p<0.0001, i2 = 0%), 6 to 7 months (md = -0.56, 95% ci = -1.02 to -0.11, p = 0.02, i2 = 50%), and was not significant in 12 months (md = -0.52, 95% ci = -1.64 to 0.59, p = 0.36, i2 = 87%) compared with non-exercise. to compare the effect of iyengar yoga therapy and conventional exercise therapy on pain intensity and hrqol in nonspecific chronic low back pain. on the grounds that chronic pain is associated with disruptions of brain-grounded maps of the body, a possible mechanism of yoga is to refine these brain-grounded maps. yoga has been shown to improve autonomic function in the healthy population and has been used as an alternative therapy to help improve symptoms associated with various diseases. yoga for nhs employees may enhance hrql, reduce disability associated with back pain, lower sickness absence due to musculoskeletal conditions and is likely to be cost-effective. however, the comparative effectiveness of yoga and physical therapy, a common mainstream treatment for chronic low back pain, is unknown. |||",0
Does yoga alleviate the severity of persistent back pain???,"yoga has been proven to be an effective therapy for chronic low back pain. although yoga is an effective treatment for chronic low back pain, little is known about the mechanisms responsible for its benefits. studies suggest that yoga is effective for moderate to severe chronic low back pain (clbp) in diverse predominantly lower socioeconomic status populations. chronic low back pain is a significant public health problem and, although underused, yoga may be an effective complementary treatment. yoga has been found to be efficacious in treating chronic low back pain, yet biomedical treatments are most commonly used for pain. yoga is effective for mild to moderate chronic low back pain (clbp), but its comparative effectiveness with physical therapy (pt) is unknown. yoga is a popular recreational activity in western society and there is an abundance of literature suggesting that yoga may be beneficial for people with a chronic pain disorder. poor physical health at baseline is associated with greater improvement from yoga in back-related function and pain. yoga could significantly reduce pain at 4 to 8 weeks (md = -0.83, 95% ci = -1.19 to -0.48, p<0.00001, i2 = 0%), 3 months (md = -0.43, 95% ci = -0.64 to -0.23, p<0.0001, i2 = 0%), 6 to 7 months (md = -0.56, 95% ci = -1.02 to -0.11, p = 0.02, i2 = 50%), and was not significant in 12 months (md = -0.52, 95% ci = -1.64 to 0.59, p = 0.36, i2 = 87%) compared with non-exercise. in a trial comparing yoga to intensive stretching and self-care, we explored whether physical (hours of back exercise/week), cognitive (fear avoidance, body awareness, and self-efficacy), affective (psychological distress, perceived stress, positive states of mind, and sleep), and physiological factors (cortisol, dhea) mediated the effects of yoga or stretching on back-related dysfunction (roland-morris disability scale (rdq)). to critically compare the effects of yoga for patients with chronic low back pain on pain, disability, quality of life with non-exercise (e.g. yoga might decrease pain from short term to intermediate term and improve functional disability status from short term to long term compared with non-exercise (e.g. on the grounds that chronic pain is associated with disruptions of brain-grounded maps of the body, a possible mechanism of yoga is to refine these brain-grounded maps. however, the comparative effectiveness of yoga and physical therapy, a common mainstream treatment for chronic low back pain, is unknown. yoga had the same effect on pain and disability as any other exercise or physical therapy. yoga uses stretching and improves strength so that it theoretically should be beneficial for some musculoskeletal problems. two limited studies of yoga in osteoarthritis of the hands and carpal tunnel syndrome show greater improvement in pain than in control groups. this meta-analysis provided evidence from very low to moderate investigating the effectiveness of yoga for chronic low back pain patients at different time points. yoga could be a complementary treatment method to standard therapy. it is possible that yoga could serve as a useful adjunctive treatment for bd. |||",2
Do laughter yoga or laughter therapy have positive health effects?,"all nurses agreed or strongly agreed that laughter yoga had a positive impact on patients' mood, it was a feasible intervention and they would recommend laughter yoga to their patients. laughter and humor therapy have been used in health care to achieve physiological and psychological health-related benefits. laughter has shown different physiological and psychological benefits. laughter yoga consists of physical exercise, relaxation techniques and simulated vigorous laughter. however, current research is beginning to show that laughter may also have serious positive physiological effects for those who engage in it on a regular basis. previous studies have only determined the effect of laughter on various health dimensions, whereas, this study quantified the level of laughter that was beneficial or detrimental to health. this article also identifies the physical and psychosocial benefits of laughter therapy, and how patients and nurses can engage with this activity to enhance their well-being. in the medical field, laughter has been studied for its beneficial effects on health and as a therapeutic method to prevent and treat major medical diseases. scientific research has shown that laughter may have both preventive and therapeutic values. laughter is a good medicine; it enhances cardiovascular health and the immune system. over the years, scientific evidence has corroborated the therapeutic value of laughter, which has been shown to lower bp and heart rate, improve lung capacity, improve memory and alertness, reduce pain, aid digestion, and lower levels of stress hormones.but during a hectic workday, as we witness the worries and sufferings of others, we often forget to laugh. humor therapy and the related mirthful laughter are suggested to have preventive and healing effects. a small but growing body of empirical data support the popular belief that laughter benefits health. research into humour and laughter has indicated that these have psychological, social and physical effects which may have useful applications for patient care. this study provides evidence that laughter yoga is a safe, low-intensity form of intradialytic physical activity that can be successfully implemented for patients in dialysis settings. there are several beneficial efforts attributed to humor and laughter, including improved immune function, increased pain tolerance, and decreased stress response. modulation of neuroimmune parameters during and following the humor-associated eustress of laughter may provide beneficial health effects for wellness and a complementary adjunct to whole-person integrative medicine therapies. by enhancing cognitive flexibility and strengthening relationships, laughter can be considered a holistic care-approach. although laughter therapy is still poorly investigated, recent studies show that laughter may retard the onset of diabetic complications, enhance cardiovascular functions and rectify homeostatic abnormalities associated with t2dm. implications for placebo effects in laughter interventions are discussed. |||",1
Can a height-adjustable desk reduce sitting time in the office?,"as a consequence, the present study investigated the effects of prompting the use of height-adjustable working desk (hawd) on occupational sitting and standing time, neuromuscular outcomes and concentration in office workers. nevertheless, all studies reported that height-adjustable workstation interventions reduced occupational sitting time in office workers. height-adjustable desks are being used to decrease worksite based sitting time (st). installation of height-adjustable workstations has been proposed as a feasible approach for reducing occupational sitting time in office workers. this study shows that introducing sit-stand workstations in the office can reduce desk-based workers' sitting time at work in the short term. height adjustable office desks now present the opportunity to replace sitting with standing in the workplace. sit-stand desks can reduce occupational sitting time, however, their cost can limit scalability. individuals with desk-based occupations tend to sit a great deal and sit-stand workstations have been identified as a potential strategy to reduce sitting time. the purpose of this study was to evaluate the impact of a low-cost standing desk on objectively-measured occupational sitting and prolonged sitting bouts over 3- and 6-months. sit-stand desks reduce workplace sitting time among healthy office workers; however, their metabolic and behavioral impact in higher risk populations remains unknown. proponents of these desks suggest that health benefits may be acquired as standing desk use discourages long periods of sitting, which has been identified as an independent health risk factor. the findings suggest that introducing a sit-to-stand workstation can significantly reduce sedentary time and increase light activity levels during working hours. here, we investigate whether the installation of high desks in the workplace can induce positive changes in the amount of physical activity (pa) and thereby lead to subsequent improvements in anthropometric parameters. a semiautomated sit-stand table may effectively contribute to making postures more variable among office workers and thus aid in alleviating negative health effects of extensive sitting. hence, the objective of the current study was to examine the effects of using sit-stand workstations on office workers' sitting time at work and over the whole day. single-desk sit-to-stand workplaces exhibit small st reduction potential and short-term loss in performance. standing and treadmill desks show some utility for breaking up sitting time and potentially improving select components of health. sit-stand desks were effective in reducing workplace sedentary behavior in an at-risk population, with no change in sedentary behavior or physical activity outside of work hours. this study evaluates the effects of a novel two-desk sit-to-stand workplace on sitting time, physical parameters and work performance of healthy office based workers. although the introduction of sit-stand tables has been suggested as an effective intervention to decrease sitting time, limited evidence is available on usage patterns of sit-stand tables and whether patterns are influenced by table configuration. |||",0
Does a diet that includes as many organic foods as possible lower the risk of cancer?,"the objective of this review is to evaluate the association between organic food consumption and the incidence of cancer among adults. an increased intake of fruits and vegetables has been shown to be associated with reduced risk of cancer. the most consistent result of epidemiological studies on diet and cancer is that a diet rich in vegetables, fruit and, more generally, in plant foods is associated with a reduced risk of cancer at several anatomical sites. the evidences from several epidemiological studies suggest that higher intakes of fruits and vegetables have been associated with lower risk of cancer. overall, a diet habitually high in fresh fruits and vegetables, modest in calories and alcohol, and low in red meat and animal fat is cancer protective. diets rich in fruits and vegetables are associated with lower risk of cancer which may be conferred in part by the antioxidant properties of these foods. increased intake of fruits and vegetables seems to be one of the simplest means of decreasing the risk for cancer. studies that compared organic food consumption to conventional food consumption, measured the incidence of cancer among adults, and captured disease incidence, such as prospective and retrospective cohort methodologies, will be included. many epidemiologic studies have associated the consumption of diets rich in fruit and green and yellow vegetables with a decreased risk of cancer. there is now considerable evidence that a high intake of fruit and vegetables can decrease the risk of developing cancer. although consumption of fruits, vegetables, spices, cereals and pulses has been associated with lower incidence of cancer and other chronic diseases, how these dietary agents and their active ingredients minimize these diseases, is not fully understood. consumption of fruit and vegetables is associated with a decreased risk of several cancers, particularly colorectal cancer, possibly linked to their phytochemical content, which is of interest due to several proposed health benefits, including potential anticancer activity. the role of diet in cancer is a major public health issue foods associated with a low risk of cancer are those typically included in the so-called mediterranean diet, which is also associated with low mortality rates from cardiovascular disease. epidemiological studies have revealed a strong correlation between high intake of fruit and vegetables and low incidence of certain cancers. recommendations for a healthy or prudent diet include a large number of daily servings of fruits and vegetables, and these 2 classes of food are widely believed to assist in cancer prevention. the association between organic food consumption and the incidence of cancer has not yet been synthesized. observational epidemiological studies suggest an association between higher dietary levels of fruits and vegetables containing beta carotene and a lower risk of lung cancer. dietary behavior seems to be an important modifiable determinant for the risk of cancer. high intake of fresh fruits and vegetables, lycopene and lycopene-containing food products, and potentially vitamin c and selenium may reduce the risk for gastric cancer. although the inconsistencies in this field make it tempting to minimize its import, there is little question that diet has a major impact on colorectal cancer risk; diligent attention to the rigorous conduct of studies and their interpretation will likely clarify these relationships over the next decade, much to the benefit of public health. |||",1
Does cinnamon lower blood sugar levels in diabetes?,"treatment of diabetic subjects with cinnamon demonstrated an improvement in blood glucose concentrations and insulin sensitivity but the underlying mechanisms remained unclear. cinnamon consumption has been found to associate with the attenuation of diabetes mellitus. in conclusion, our study indicates that cinnamon supplementation is able to significantly improve blood glucose control in chinese patients with type 2 diabetes. previous studies of patients with type 2 diabetes showed that cinnamon lowers fasting serum glucose, triacylglycerol, and ldl- and total cholesterol concentrations. research has shown that adding cinnamon to diet can help to lower the glucose level. the cinnamon extract seems to have a moderate effect in reducing fasting plasma glucose concentrations in diabetic patients with poor glycaemic control. the aim of this study was to determine the effect of cinnamon on the glucose level in blood. we hypothesized cinnamon should be effective in improving blood glucose control in chinese patients with type 2 diabetes. the purpose of this study was to determine whether cinnamon lowers hba1c in patients with type 2 diabetes. taking cinnamon could be useful for lowering serum hba1c in type 2 diabetics with hba1c >7.0 in addition to usual care. it has long been believed that an intake of cinnamon (cinnamomum zeylanicum) alleviates diabetic pathological conditions. the aim of this review was to examine the results of randomized controlled clinical trials of cinnamon and evaluate the therapeutic potential amongst patients with diabetes and insulin-resistant patients, particularly the ability to reduce blood glucose levels and inhibit protein glycation. this study systematically reviewed and synthesized evidence on the efficacy of cinnamon for the treatment of type 2 diabetes mellitus (t2dm) and pre-diabetes patients. according to previous studies, cinnamon may have a positive effect on the glycaemic control and the lipid profile in patients with diabetes mellitus type 2. the decrease in plasma glucose correlated significantly with the baseline concentrations, indicating that subjects with a higher initial plasma glucose level may benefit more from cinnamon intake. cinnamon has been used as a dietary component and in the management of diabetes mellitus. cinnamon's effects on blood glucose have been the subject of many clinical and animal studies; however, the issue of cinnamon intake's effect on fasting blood glucose (fbg) in people with type 2 diabetes and/or prediabetes still remains unclear. whilst definitive conclusions cannot be drawn regarding the use of cinnamon as an antidiabetic therapy, it does possess antihyperglycaemic properties and potential to reduce postprandial blood glucose levels. results showed that using certain amount of cinnamon for 60 days did not change the glucose level of diabetic patients. in addition, fasting blood glucose levels and glucose tolerance were greatly improved in ob/ob mice due to cinnamon extracts, while insulin secretion was unaltered. |||",2
Does sitting for long periods shorten the lifespan?,"background: prolonged sitting as a major sedentary behavior potentially contributes to illness, but its relation with lung cancer risk is unclear. prolonged sitting can be presented in physically active or inactive individuals. the combination of prolonged sitting and physical inactivity might increase the risk of lung cancer. conclusions: our study suggested that prolonged sitting was not independently associated with lung cancer incidence. compared with participants sitting < 8 h daily and being physically active, those sitting ≥8 h daily (prolonged sitting) and being physically inactive had an increased incidence of lung cancer (overall: adjusted hr = 1.44, 95% ci: 1.07-1.94; small cell lung cancer: adjusted hr = 2.58, 95% ci: 1.23-5.41). we therefore aimed to prospectively examine if total sitting time daily itself or in combination with physical activity is associated with lung cancer incidence overall and histologic types. ltl shortening has correlated with decreased longevity, dementia, and other age-associated processes. if telomere length is a valuable biomarker of ageing, then telomere shortening should be associated with worse physical performance, an ageing trait, but evidence for such an association is lacking. telomere shortening to a critical length can trigger aging and shorter life spans in mice and humans by a mechanism that involves induction of a persistent dna damage response at chromosome ends and loss of cellular viability. human leukocyte telomere length (ltl) decreases with age and shorter ltl has previously been associated with increased prospective mortality. we found that the telomere shortening rate, but not the initial telomere length alone, is a powerful predictor of species life span. telomeres are involved in cellular ageing and shorten with increasing age. telomere length is a marker of cell aging, since shorter telomeres and a higher rate of telomere shortening with time are associated with poorer health status and survival. low socio-economic status (ses) is associated with a shortened life expectancy, but its effect on aging is unknown. we explored a possibility of such a limitation of maximal life-span by the age-related alteration of elastin, consisting in ca-accumulation, lipid deposition and elastolytic degradation. total sitting time daily was not associated with the incidence of lung cancer overall and histologic subtypes. human leukocyte dna telomere length (ltl) has been shown to shorten during aging. some evidence points at an association between longer endogenous estrogen exposure (length of reproductive years of life) and greater telomere length and lower telomerase activity. whereas shortening of leukocyte telomeres might be an important measure of cellular ageing, there is little evidence that it is a strong biomarker for physical performance. telomere length shortens with aging, and short telomeres have been linked to a wide variety of pathologies. |||",0
Does mammography screening reduce the risk of dying from breast cancer in certain age groups?,"screening for breast cancer with mammography in women aged 50 years or more has been shown to reduce mortality from breast cancer. mammographic screening has been shown to reduce breast cancer mortality in women over the age of 50 years, and to a lesser extent in younger women. there is little controversy that mammography reduces the risk of dying from breast cancer by about 23% among women between the ages of 50 and 69 years, although the harms associated with false-positive results and overdiagnosis limit the net benefit of mammography. mammography screening of women aged 50-70 years for breast cancer has proven to be effective in reducing breast cancer mortality. mammographic screening is one worthwhile way of reducing deaths from breast cancer among women diagnosed in ages 50-69. in randomized controlled trials, screening mammography has been shown to reduce mortality from breast cancer about 25% to 30% among women aged 50 to 69 years after only five to six years from the initiation of screening. screening for breast cancer using mammography alone, or mammography plus physical examination of the breasts, reduces mortality from breast cancer in women age 50-69. mammographic screening reduces mortality in breast cancer. while new data support a 16% reduction in breast cancer mortality for 40- to 49-year-old women after 10 years of screening, the net benefit is less compelling in part because of the lower incidence of breast cancer in this age group and because mammography is less sensitive and specific in women younger than 50 years. given that the incidence of breast cancer for women aged 40 to 49 years is lower and the potential benefit from mammography screening smaller and delayed, the absolute number of deaths prevented by screening women aged 40 to 49 years is much less than in screening women aged 50 to 69 years. in randomized trials, screening mammography has been shown to reduce breast cancer mortality. mammography screening is increasingly promoted as a means to avoid death from breast cancer. the benefits that have been realized from mammography screening in overall breast cancer mortality and diagnosis of earlier stage cancers are also reviewed. mammographic screening is effective in reducing mortality from breast cancer. the national breast screening study was designed to show whether screening with mammography and physical examination of the breasts reduces mortality from breast cancer in volunteers aged 40-49 and to determine the incremental effect of mammography over and above any effect of physical examination in women aged 50-59.in spite of the high incidence of breast cancer in these two age groups, both physicians and the public have shown reluctance to support the trial. women in their 70s may have a small benefit from screening mammography, but overdiagnosis increases in this age group as do competing causes of death. because the absolute benefit of screening women aged 40 to 49 years is small and there is concern that the harms are substantial, the focus should be to help these women make informed decisions about screening mammography by educating them of their true risk of breast cancer and the potential benefits and risks of screening. the reduction in breast cancer mortality is greater for women aged over 50 at screening than for women aged under 50. mammography, as the primary screening modality, has facilitated a substantial decrease in breast cancer-related mortality in the general population. the issue of whether to screen women aged 40-49 for breast cancer is debated usually in terms of the potential mortality reduction achievable by the application of screening in this age group. |||",0
"Should wisdom teeth that have not or not completely grown out of the jaw and gums be removed as a precaution? Even if the ""impacted"" teeth are not causing any symptoms at the moment and no pathological changes are to be expected immediately?","to evaluate the effect of prophylactic removal of asymptomatic impacted wisdom teeth in adolescents and adults compared with the retention of these wisdom teeth. to evaluate the effects of prophylactic removal of asymptomatic impacted wisdom teeth in adolescents and adults compared with the retention (conservative management) of these wisdom teeth. nevertheless, in most developed countries prophylactic removal of trouble-free wisdom teeth, either impacted or fully erupted, has long been considered as 'appropriate care' and is a very common procedure. nevertheless, in most developed countries the prophylactic removal of trouble-free wisdom teeth, either impacted or fully erupted, has long been considered as 'appropriate care'. wisdom teeth do not always fulfil a functional role in the mouth. dentists usually remove them if they are associated with any pathologic sign or symptom. it has been suggested that watchful monitoring of asymptomatic wisdom teeth may be an appropriate strategy. there is some reliable evidence that suggests that the prophylactic removal of asymptomatic impacted wisdom teeth in adolescents neither reduces nor prevents late incisor crowding. surgical removal of such teeth is indicated if evidence of any pathologies, such as cystic lesion, resorption, delayed eruption, altered eruption and displacement of adjacent teeth, is evident or have occurred. impacted wisdom teeth may be associated with pathological changes, such as inflammation of the gums around the tooth, root resorption, gum and alveolar bone disease, damage to the adjacent teeth and the development of cysts and tumours. impacted wisdom teeth have been associated with pathological changes, such as inflammation of the gums around the tooth, root resorption, gums- and alveolar bone disease, damage of the adjacent teeth, the development of cysts and tumours. the prophylactic removal of asymptomatic impacted wisdom teeth is defined as the (surgical) removal of wisdom teeth in the absence of local disease. the prophylactic removal of asymptomatic impacted wisdom teeth is defined as the (surgical) removal of wisdom teeth in the absence of local disease. insufficient evidence was found to support or refute routine prophylactic removal of asymptomatic impacted wisdom teeth in adults. teeth that fail to attain a functional position may be pathological and should be considered for removal. in the case of asymptomatic condition, as they impacted in the jaw, a careful examination is necessary because they may develop into pathological status such as dentigerous cysts. conventional wisdom advises that when a tooth needs to be extracted, the whole tooth should be removed, usually with as little surrounding bone as possible. third molars should be considered for removal when there is clinical, radiographic, or laboratory evidence of acute or chronic periodontitis, caries, pericoronitis, deleterious effects on second molars, or pathology. third molars should be removed only where there is a defined pathologic indication. no evidence was found to support or refute routine prophylactic removal of asymptomatic impacted wisdom teeth in adults. |||",1
"Do turmeric preparations alleviate the symptoms of knee osteoarthritis (""joint wear"") better than a placebo?","acupuncture plus diclofenac is more effective than placebo acupuncture plus diclofenac for the symptomatic treatment of osteoarthritis of the knee. eswt improves womac and rom better then kin on the affected knee in patients with oa of the knee. the purpose of this study is to evaluate both the efficacy and safety of a finished chinese herbal preparation duhuo jisheng tang (djt) in reducing symptoms of degenerative osteoarthritis of the knee. in the treatment of degenerative osteoarthritis of the knee, a 4-week therapy with the chinese herbal preparation djt reduced pain and stiffness and improved physical functioning, but it was less effective in treating flaccidity and aversion to cold. little scientific evidence supports the efficacy of herbal medicines in the treatment of degenerative arthritis of the knee. the main aim of the study was to assess the efficacy and safety of ""tlpl/ay/03/2008"", a polyherbal formulation on knee joint pain assessed on visual analogue scale (vas) and western ontario and mcmaster universities osteoarthritis index (womac). to analyse the efficacy of acupuncture as a complementary therapy to the pharmacological treatment of osteoarthritis of the knee, with respect to pain relief, reduction of stiffness, and increased physical function during treatment; modifications in the consumption of diclofenac during treatment; and changes in the patient's quality of life. several symptom-relieving interventions have been shown to be efficacious among osteoarthritis (oa) patients with knee effusion; however, not every symptomatic knee oa patient has clinical effusion. after the intervention the statistical significant between groups differences favoring the eswt were found in the womac with regard to pain (p< 0.000), stiffness (p= 0.018), physical function (p< 0.000), total score (p< 0.000), extension and flexion of the affected knee (p= 0.015, p< 0.000) respectively. intra-articular morphine was as effective as intra-articular triamcinolone for analgesia in patients with osteoarthritis knee. although viscosupplementation is an effective symptomatic treatment for knee osteoarthritis (oa), the effect of longer term administration on articular cartilage has not been fully explored. hyaluronic acid (ha) is an effective treatment for patients with knee osteoarthritis. among participants with symptomatic radiographic knee osteoarthritis, the intra-articular administration of 100 μg of sprifermin every 6 or 12 months vs placebo resulted in an improvement in total femorotibial joint cartilage thickness after 2 years that was statistically significant, but of uncertain clinical importance; there was no significant difference for 30 μg of sprifermin every 6 or 12 months vs placebo. the aim of this study was to compare the efficacy of intra-articular triamcinolone with intra-articular morphine in pain relief due to osteoarthritis of the knee in the elderly population. the study provides good evidence in support of the efficacy and safety of the 'tlpl/ay/03/2008' in oa of knee. we compared two ha preparations with high (hmw) or low molecular weight (lmw) in terms of pain control and function improvement using the western ontario and mcmaster universities osteoarthritis index (womac) and the visual analog scale (vas) score in patients with knee oa. different methods are used to alleviate the symptoms of patients with knee oa, including analgesics, physical therapy, exercise prescription, and intra-articular injections (glucocorticoids, hyaluronic acid [ha], etc). various treatments are used to alleviate the symptoms of patients with knee osteoarthritis, including analgesics and intra-articular injections. intra-articular injections using hmw or lmw ha can improve stiffness, joint function and pain in patients suffering from knee oa. a total of 360 patients with knee osteoarthritis were randomized into four different treatment groups as follows: double-blind treatment with prp (2-14 ml); double-blind treatment with ha (0.1-0.3 mg); combination therapy of prp and ha; and placebo groups. |||",1
